web-scraper-order,web-scraper-start-url,google_titre,date,url,url-href,titre,description,auteur,info,text
"1732987044-41","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Philippe Kenel: «Je ne vois pas une démarche de paix derrière cette mobilisation estudiantine","2024-05-08T07:00:00Z","","https://news.google.com/read/CBMixwFBVV95cUxQbmVfckVoal9FcDhrQ3RKSWNQSDZtcldPQmhQYy1FVDc2eG9KdXJRZHN1eDlMblJXc0pvcWh3VUVNcEtqYWk4MHNORHhiQk1OejV1Rm1nVWFNaDl6ekI0dUhOaVhGVHk4Sng2YzRzM2RuYXFkRHpGNjVQenlzSGFabDBPckg0eVdHbFJjQUhMVGEzcG90NnhMaTBzS0hwS0ZsTzBrZTJZWDFBaTBkWVFLYUFaVmozUDZJTUNCN0xad1RzSmF1akVF?hl=fr&gl=FR&ceid=FR%3Afr","","","Sylvia Revello","Publié le 08 mai 2024 à 17:10. / Modifié le 09 mai 2024 à 14:23.","[{""text"":""Lausanne, Genève ou encore Zurich: les occupations d’universités par des étudiants pro-palestiniens se multiplient depuis quelques jours en Suisse, après avoir commencé aux Etats-Unis et en France. Alors que des voix dénoncent un antisémitisme larvé, le président de la Licra (Ligue internationale contre le racisme et l’antisémitisme)-Suisse Philippe Kenel prend position sur ces mouvements estudiantins et leurs répercussions.""}]"
"1732987047-42","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Université et Palestine: la neutralité est toujours au service du statu quo","2024-05-24T07:00:00Z","","https://news.google.com/read/CBMiswFBVV95cUxNSkJHY0JEY1kyaU1ibl9JZ1FHbmg3alJFY3JCR1ZyMDJHOTgxZDNNbEtzRkJXRHFwY05OUE1PdzVYR1JiT1ljeGVIS3ExRmRVZExBVkNzdkZzeTY0b0l5QXkyMlBHRWk4TXUtS0NhZE4xSU5ZVTRiR05zXy1JV3VKd1k2QkJtc1JueEw4UENxUFZSem5KS0c4dTNDdlRDTWRxMzhITkJJby1NLXRGaG15U0ZIcw?hl=fr&gl=FR&ceid=FR%3Afr","","","Contribution collective","Publié le 24 mai 2024 à 17:14. / Modifié le 25 mai 2024 à 07:59.","[{""text"":""La liste complète des signataires figure au bas de cette tribune""},{""text"":""L’université se targue souvent d’être neutre, mais que traduit en réalité cette supposée neutralité? Mardi 21 mai, nous avons assisté à l’intervention de dizaines de policier·ères en uniforme antiémeute dans l’Université de Genève. Ils et elles ont décroché et mis dans des sacs poubelles les drapeaux palestiniens affichés par la Coordination étudiante pour la Palestine. Si telle est la neutralité revendiquée par l’université, nous, en tant que collaborateur·trices de l’Université de Genève, la réfutons.""}]"
"1732987051-43","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - En Israël, le désarroi des étudiants et des professeurs face à la mobilisation des campus: «Le monde universitaire nous a abandonnés","2024-05-03T07:00:00Z","","https://news.google.com/read/CBMi7wFBVV95cUxOaDhDZWNTSXZWUkxRYi1IbXltWEdGVms5T054akRQLTZOanZUODBXWExnUndKZWZoWmlCUXpGcktoaGtZOTVrd0ptQmczd3JvRHRhNXhHajhXb0Uzb0hoWkp0ZDFUV1d6MXB0cXZmN0RUT3BrM0ZWQTBLSkNtelQ2V0ZBZVBzVTItdVRDTG9hMzdZdS1GNDUtY1FhOE11enVSZ0VEeXUxWWxWUXhZZXpDRHFwcGZidHBCbzA4RWw3a0VLZHc4OXM2ci02M0REQzdfdkx1b01pRXlKS3dVVHFSYlI2aE9VRWg3aDZXaUE2dw?hl=fr&gl=FR&ceid=FR%3Afr","","","Charlotte Gauthier","Publié le 03 mai 2024 à 05:41. / Modifié le 07 mai 2024 à 11:22.","[{""text"":""En Israël, étudiants et professeurs oscillent entre tristesse et colère. Qu’ils apprennent ou enseignent, ils partagent un constat: ceux qui manifestent dans les universités à l’étranger ne saisissent pas, pour une grande partie d’entre eux, la complexité des enjeux de la guerre entre Israël et le Hamas. «A Sciences Po Paris, ils scandent le slogan «De la rivière à la mer, la Palestine sera libre». Mais lorsqu’on leur demande: quelle rivière, quelle mer? Ils ne savent même pas répondre. Le niveau d’ignorance atteint des sommets!» s’agace Ilan Greilsammer, professeur de sciences politiques à l’Université Bar-Ilan de Tel-Aviv.""},{""text"":""Lire aussi: Sur les campus américains, «faire tomber le premier domino du soutien à Israël»""}]"
"1732987054-44","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Universités et hautes écoles","2024-11-14T14:02:53Z","","https://news.google.com/read/CBMipgFBVV95cUxPU29QQkRVcVp6N2g4VDdGN20tczhrMUxnajhJN3FkRUdkM0VwMThrVU5TYm9uSUFRTGxlQUxrQXc3RjJEQ0lKRmxYVkVvRmxBeENfOVE5RXJCcUJhSUlTM2FiUWJZblcwNE5IZDZDY3QxWUE5VFpkYU5TM3VQUkFCNFNTNGJGLVJ3LUFVYjJEQ2VIZGJrVXRTRng5LWQyWjR3RDdZRE5n?hl=fr&gl=FR&ceid=FR%3Afr","Universités et hautes écoles","","Fati Mansour","","[]"
"1732987058-45","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Audrey Leuba, la rectrice qui veut «réenchanter» une Université de Genève toujours divisée par le conflit israélo-palestinien","2024-09-16T07:00:00Z","","https://news.google.com/read/CBMi4wFBVV95cUxPby1TZndKV3diNjA3ekNWR1E2OUVvcWMxRUt5QS11elVQOXpGTnRQT09CRnJTX1I4cTV3VV9Memp4dDNEUl83b3gyQ19MUFpFcktIZDZXblZTQUtPWHhDeVFTSlhHd1owcGV4RldzNUhrZTdMNVpRV1ZXbGxMWkJ6anRXdGZ4bnRCdXhEb3g3TlJ6Q3VBcW15SHQ5N0xzSE5QMWZ1VzVHOUlaenFCclQ0VzJ2MVNzWFpCbVYwV1EzdW5RZ0pIenJxV1ByLVpMYXBFZEYxQnVPWTV6TUV4VWJvQ05Kbw?hl=fr&gl=FR&ceid=FR%3Afr","","","Marc Guéniat","Publié le 16 septembre 2024 à 14:42. / Modifié le 17 septembre 2024 à 17:25.","[{""text"":""Entrée en fonction le 1er avril, Audrey Leuba a aussitôt affronté une crise aiguë, devenant la première rectrice de l’Université de Genève à faire appel à la police pour déloger des étudiants. L’ancienne doyenne de la Faculté de droit revient sur ce printemps mouvementé, sorte de propédeutique de l’exercice d’une fonction exposée, et dévoile son programme pour panser ces plaies, alors que débute l’année universitaire. On imaginait que les choses s’étaient tassées durant l’été; voilà que le principal syndicat étudiant publie un agenda contenant la formule controversée «De la rivière à la mer», utilisée aussi bien par le gouvernement israélien que les pro-palestiniens. Audrey Leuba a décidé d’interdire la distribution de cet agenda. Le «vivre-ensemble» qu’elle prône peine à se concrétiser.""},{""text"":""Le Temps: Vous voilà en poste depuis 150 jours…""}]"
"1732987061-46","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Des manifestants pro-palestiniens jettent de la peinture rouge sur le site de l’EPFL","2024-10-09T07:00:00Z","","https://news.google.com/read/CBMiuwFBVV95cUxNNkNiekN1cU5LbzN3SWFUSXdYSTd5MDVNRzk4cURNZTdWZ19vbHNyQUpKWUZwSUhRNzdJT2dyekFZNTlwampJQnlPTDdZcWl1alFTeVdoZDRUekxJVDhQSU10Q2ttbWJ4S3oxMFRROU9lblBWQnVwUWI2dEVsX1RzX0ZCQVJRLUFzeGtYSGwtUHlHUHJ2X2swVlI5Mk9COEthNjRIMi1idTBCVTFBNGE2WDRlUy1ITHd1SmNB?hl=fr&gl=FR&ceid=FR%3Afr","","","Raphaël Jotterand","Publié le 09 octobre 2024 à 18:59. / Modifié le 10 octobre 2024 à 10:50.","[{""text"":""Sous les chutes des premières feuilles de l’automne, la mobilisation des étudiants en faveur de la Palestine s’est à nouveau rendue visible mercredi après-midi. En face du bâtiment Geopolis de l’Unil, une centaine de manifestants s’est donné rendez-vous en pour prendre part à un moment de partage et à des ateliers de sérigraphie. Peu avant 15h, d’autres étudiants ont rejoint le mouvement pour écouter les discours des deux coorganisateurs – les collectifs Occup’Unil Palestine et Coordination étudiante pour la Palestine (CEP-EPFL) – et prendre part à une marche le long des allées du campus universitaire jusqu’à l’EPFL.""},{""text"":""Une fois dans le périmètre de l’école polytechnique, les militants ont brandi une multitude de drapeaux palestiniens dans le ciel et déversé de la peinture rouge sur le sol pour «dénoncer le génocide israélien». «En faisant le choix de l’inaction, l’EPFL est complice du massacre à Gaza, a commenté avec révolte une manifestante. La direction a du sang sur les mains et c’est ce que nous voulons faire comprendre avec cette action.» A noter qu’aucun débordement n’a eu lieu sur le site de l’Unil, qui avait prévu une sécurité supplémentaire à l’entrée de tous ses bâtiments.""}]"
"1732987066-47","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - La guerre Israël-Hamas: notre suivi de la semaine du 21 au 26 mai","2024-05-22T07:00:00Z","","https://news.google.com/read/CBMi9wFBVV95cUxOS0RNbTYydDN5VFVRTTJVNFJFWnpIUnJJbG1EMEVwSE1TZ2lueXlzR2RUanJaSEZXV3FUQ2tCcnZpWDdKSVBmdmhvUmVIRnlPa05kQ005NHUyNTBaSURUa1BqT1UxajdFLUQyclVPTVI0QWZRcmo1UW15NzNWaWpYOFlrTHRsWXNWTFZEdjVBVFloeG5HT09JQVVNNWJXS2xWaDFjckszOVluTTM3MXRNZEJtWjl6RWc1X2tZWFN3NTM0SHNvUkZPQzFscVRIYjI2SzFVcUhXZnVhZ3U0SHMzMnFGU0VGYUZ6dGhKdmpVdVRVSGh6NEE4?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps","","[{""text"":""Trois pays ont annoncé reconnaître la Palestine en tant qu’Etat: ce que cela signifie concrètement""},{""text"":""La division européenne face à la CPI: Mandats d’arrêt contre des leaders d’Israël et du Hamas: des voix européennes s’élèvent contre la CPI""},{""text"":""Vouloir arrêter à la fois Benyamin Netanyahou et Yahya Sinwar? Le procureur de la CPI «a fait ce qui est juste»""},{""text"":""Interview d’Avraham Burg: «L’UNRWA est devenue un punching-ball, comme tout ce qui concerne les Palestiniens»""},{""text"":""Occupations dans les universités: «Je t’aime, moi non plus» d’une partie de la gauche aux étudiants pro-palestiniens""},{""text"":""Walter Blum, secrétaire général de l’Association Suisse-Israël:«Nous ne sommes ni la CIA, ni le Mossad»""},{""text"":""Histoire: La triste résurgence de la Nakba palestinienne""},{""text"":""En Israël: L’Etat d’Israël, ce «foyer du peuple juif» émancipateur mais divisé et qui échoue à être «normal»""},{""text"":""A Gaza: Réseaux sociaux, vie amoureuse: comment le Hamas espionne les Gazaouis sans relâche""},{""text"":""Interview de Daniel Jositsch: «La crédibilité des universités est entachée»""},{""text"":""Livraison des munitions: Ces bombes américaines de près d’une tonne qui ont ravagé Gaza""},{""text"":""La réaction américaine: Face à Benyamin Netanyahou, Joe Biden se résout à actionner le levier des livraisons d’armes""},{""text"":""Explications: En vidéo – «From the river to the sea…», l’histoire derrière le slogan""},{""text"":""La fin de l’espoir pour les familles d’otages: «Je n’ai plus rien à dire, je n’ai plus d’air»""},{""text"":""Point de vue: En Israël, le désarroi des étudiants et des professeurs face à la mobilisation des campus: «Le monde universitaire nous a abandonnés»""},{""text"":""Sur le terrain: Le nouveau port à Gaza suscite la méfiance""},{""text"":""Interview: Rony Brauman: «Israël risque de se transformer en repoussoir pour les juifs de la diaspora»""},{""text"":""Sur le coût de la guerre: Explosion des dépenses et chute du PIB: l’économie israélienne face à la guerre la plus chère de son histoire""},{""text"":""Chronologie: Israël-Palestine, l’affrontement de deux peuples""},{""text"":""Retrouvez tous nos articles sur la guerre entre Israël et le Hamas""},{""text"":""Photo de couverture: Un char israélien manœuvre le long de la frontière avec la bande de Gaza, près de la ville palestinienne de Jabalia, vue du côté israélien de la frontière, sud d’Israël, 13 mai 2024. EPA/ATEF SAFADI""}]"
"1732987069-48","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - «Le Temps» est-il en voie de «foxnewsification»?","2024-06-25T07:00:00Z","","https://news.google.com/read/CBMiigFBVV95cUxPeWg5S2gteUVmTGVHNGllZmZTWFpXWTBqb0paQ291XzZBY1VWMk1ObDhEMXc2S1dEMUd2ZnBVMmZNTVhadGxPcVR0MVRyT0c5MXVpcjJrRW45V1hwbEhLeUxKTEhHZzFMU1dQdlZzbkVQZllWMWY5S3VUQllKdTFOem9NcmhPVkN3MkE?hl=fr&gl=FR&ceid=FR%3Afr","","","Ola Söderström","Publié le 25 juin 2024 à 07:56. / Modifié le 25 juin 2024 à 16:05.","[{""text"":""Maintenant que les passions, très journalistiques, autour de l’occupation des universités semblent se calmer, on peut s’interroger sur le traitement problématique de ces événements, particulièrement dans les colonnes de ce journal. Le Temps, que je lis et auquel j’ai fréquemment contribué depuis sa création, semble en effet depuis quelque temps confondre billets d’humeur et enquête. Des enquêtes à charge semblent de plus en plus remplacer l’investigation de qualité à laquelle ce journal nous avait habitués. Est-ce que cette «foxnewsification» constitue la réponse que la direction du journal veut donner à la crise de la presse? S’agit-il, grâce au sensationnalisme, de produire des «appâts à clics» sur les réseaux pour attirer des rentrées publicitaires? Une telle imitation des logiques des réseaux sociaux – où la polarisation et l’invective font l’audience et donc le profit – ne paraît pas constituer la meilleure issue à cette crise. Bien au contraire.""}]"
"1732987073-49","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Quand un article israélien voit en Genève «une ville où règne la terreur»","2024-05-18T07:00:00Z","","https://news.google.com/read/CBMiogFBVV95cUxNbkVhTm1QMGZMTS1wRU1JaFFtUzRUZHVzbTN4c3JtUThycmVXR0hUanE3RUpuYzBvaUlxc3N2cmRXRWlzNkZaZi1MWU9mTlJxSnNkV0JhZjlJbkEzeXhNTFQwNkJBNEtBV3plS0c5cWRMNkNqc195RW1rc0xONV9lclVvYlJoSTRkVzE1Qk1sb0trYjBpOXdUUlBQX0pGeVA3akE?hl=fr&gl=FR&ceid=FR%3Afr","","","Luis Lema","Publié le 18 mai 2024 à 18:14. / Modifié le 19 mai 2024 à 19:15.","[{""text"":""Genève, tête de pont des «tendances antisémites» qui se seraient emparées des campus européens et américains? En Israël, l’occupation partielle d’Uni-Mail, à Genève – aujourd’hui terminée –, a été choisie comme cas d’école par le site d’information Ynet, le média le plus consulté du pays. Et pour cause: il régnerait dans cette ville une «atmosphère de terreur», note un étudiant juif. Puis, plus spécifiquement sur l’ambiance dans l’université genevoise: «C’est comme si nous étions à Gaza.»""},{""text"":""Parmi beaucoup d’autres éléments «insupportables», relevés dans l’article, deux d’entre eux ont de quoi retenir l’attention des lecteurs israéliens. D’abord, celui qui donne son titre à l’article: selon un témoignage cité, les étudiants genevois auraient entonné dans l’université «des chants célébrant le viol des femmes juives». Puis, la «distribution», par des personnes dont la tête était masquée par des foulards palestiniens, de «drapeaux marqués de croix gammées». Des éléments qui ne sont apparus nulle part ailleurs, et dont seul Ynet, versant digital du journal israélien Yediot Aharonot, a fait mention, à l’échelle de la presse mondiale.""}]"
"1732987076-50","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Entre l’EPFL et l’Unil, deux réponses opposées face au conflit","2024-05-03T07:00:00Z","","https://news.google.com/read/CBMinAFBVV95cUxPSGFsZTJjRk9oQ1FQVG9ISDZEQ05zY2h6VVE4ZFBmY2ZHSUhpZkx1YmtTdDRfdGpJWUljaHVxdHJkUVh2QW5NMHRxQVFnS21rU3FpcU85dHpEdUhrVm5oNl9SWVdZSkJXU09UemxvTG0wX2dNT0RyeGVOY2RzbXMwX0RIZXVVM0tFa19VS2NNalNWTUd5b19qR2NENWg?hl=fr&gl=FR&ceid=FR%3Afr","","","Aïna Skjellaug","Publié le 03 mai 2024 à 21:28. / Modifié le 05 mai 2024 à 19:28.","[{""text"":""Voisines sur le campus du sud lausannois, l’EPFL et l’Unil ont, coup sur coup cette semaine, traité de manière diamétralement opposée les réponses de leurs étudiants au conflit israélo-palestinien. L’une en suspendant un collectif estudiantin, l’autre en autorisant des activistes à occuper son hall.""},{""text"":""Au sein d’un bâtiment de l’EPFL, nous retrouvons installés autour d’une table garnie d’ordinateurs portables customisés d’autocollants, de prospectus divers, de cookies maison et de jus de fruits, dix membres de l’association féministe Polyquity. Bien que concernés par la cause palestinienne, ils ne sont pas allés apporter leur soutien à leurs voisins étudiants de l’Unil occupant le hall d’un bâtiment à quelques mètres de là. Ils sont en «gestion de crise». La direction de l’EPFL vient de suspendre pour une durée de six mois leur collectif.""}]"
"1732987080-51","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Des lecteurs nous écrivent à propos du «Temps»","2024-07-25T07:00:00Z","","https://news.google.com/read/CBMiiwFBVV95cUxPd2lxVGV0UTNEUE5hbUdPYmlwOEdzZWxkMC0zT3VKZTkwNUx1aU9CUllxNjBJcUY2QzQxLU5pRE9hdW5wbjBxTUVEMWdFLVVBeTROSFVoWGlDSDlYVXA5MVVVV2k4OVRsbjVvTmQtT1h6ZVNYWVhtaVZVWmIxU3hSWnhVSldfelp3SnVZ?hl=fr&gl=FR&ceid=FR%3Afr","","","Contribution collective","Publié le 25 juillet 2024 à 20:15. / Modifié le 26 juillet 2024 à 12:25.","[{""text"":""Collectif*""},{""text"":""Les cosignataires* de cette lettre s’accordent au texte d’alerte lancé le 25 juin dernier dans ce journal par Ola Söderström, professeur à l’Université de Neuchâtel, sous un titre évoquant pertinemment sa «foxnewsification».""},{""text"":""Trois territoires s’emboîtent en effet, dont la mise en abyme indique la mesure et l’urgence des enjeux.""},{""text"":""Le premier est celui de nos communautés humaines, où maints comportements collectifs dérivent hors du socle démocratique. Où les pratiques de la conversation publique se ratatinent sous l’empire des réseaux sociaux ruisselants de prose agressive. Où les manières d’accueillir l’autre et sa culture sont écrasées par une xénophobie normalisée. Où la souffrance économique éprouvée par une part croissante des populations se manifeste «au profit de minorités toujours plus restreintes», comme l’écrit Claude Lévi-Strauss dans son Anthropologie structurale (1958), qui savourent «le privilège d’un humanisme corrompu». Où nous envahissent, comme disait le pape l’autre jour, la «culture du rejet», les «tentations idéologiques et populistes» et les «pouvoirs autoréférentiels». La raison du plus fort.""},{""text"":""Deuxième territoire, celui de l’ordre naturel accablé par notre espèce. Qui fait taire, mais cette fois dans le grand Parlement du vivant, les voix de l’autre en tant qu’animal ou végétal, voire instance physique comme les océans ou les mouvements climatiques. Des «frères inférieurs» et des choses, donc, ceux-là mêmes qui composent la biodiversité dans ses décors indispensables. Et qui dépendent, tant l’influence humaine s’est faite démesurée, de nos agissements politiques en fonction de leurs soubassements idéologiques. Le «climatoscepticisme d’Etat» et le «carbofascisme», par exemple, évoqués par la militante écologiste Camille Etienne et le géographe Antoine Dubiau dans une tribune de Libérationdatée du 4 juillet passé, étant typiques, voire exclusifs de la droite autoritaire et de l’extrême droite. Même loi du plus fort.""},{""text"":""C’est en quoi notre troisième territoire, celui de l’information et des commentaires proposés en l’occurrence par Le Temps face à ces nouveaux enjeux massifs autant qu’intriqués, est d’une importance désormais cruciale. Ce qui distinguait ce journal quand son statut «de référence» était indiscutable, c’est qu’il se proposait comme un atelier de tricot. Recueillir les faits, puis les mettre en relation logique ou sensible pour que les lecteurs puissent en extraire un sens ayant pour eux valeur d’usage. De quoi se mettre à penser. A pondérer les événements du monde, à les conjoindre ou les confronter avant d’en entrevoir les tenants et les aboutissants, ou les répliques au sens sismique du mot.""},{""text"":""Or ce Temps-là, quand il révérait sans exception le principe instituant ses rédacteurs en ouvriers de la dialectique, se révèle aujourd’hui comme déporté par les glissements ambiants. Tricot troué, ou pour le moins distendu. On aperçoit, au cœur de ses pages et de ses contributions restées admirables, un filon tordu prospérer dans le corps commun des textes, comme sous l’abri d’une bénédiction molle et néanmoins sélective.""},{""text"":""S’il fallait illustrer le phénomène par un moment symptomatique, on reprendrait celui qu’Ola Söderström a déploré l’autre jour: le traitement, par le journal, des récentes manifestations palestiniennes dans les Universités de Lausanne et Genève. Puis on détaillerait: pas de contextualisation nuancée, nulle tentative de compréhension synthétique et pas d’interrogation sur la position de la Suisse encore incapable à ce jour, face au drame de Gaza, d’assumer son rôle de pays dépositaire de la 4e Convention de Genève protégeant les civils.""},{""text"":""Nul élément propre à faire comprendre les événements, en somme, au sens étymologique de «saisir ensemble», mais un alignement du propos sur des positions idéologiques évidentes. Etayées à leur tour par la mise en importance de cette thèse inepte postulant que tout savoir serait neutre, notamment l’académique avec ses étudiants soumis au devoir de le rester. Avec aussi la sollicitation révélatrice, en appui rédacto-stratégique, de l’ineffable conseiller aux Etats Daniel Jositsch pour qui «la crédibilité des universités est entachée». La loi non pas simplement du plus fort, cette fois, mais aussi du non-débat qu’elle implique. Misère, colère et déception.""},{""text"":""Sursaut, cher journal! Sans quoi bonsoir.""},{""text"":""* Christophe Gallaz, écrivain et chroniqueur; Valérie d’Acremont, médecin, prof. Unil; Vincent Barras, médecin et historien, prof. honoraire Unil; Dominique Bourg, philosophe, prof. honoraire Unil; Jacques Dubochet, prof. honoraire Unil, Prix Nobel de chimie; Nicole Galland, biologiste, prof. honoraire Unil; Blaise Genton, médecin, prof. honoraire Unil; Alain Kaufmann, directeur du ColLaboratoire Unil; Charles Kleiber, architecte, ancien secrétaire d’Etat à l’Education et à la Recherche; Jean Martin, ancien médecin cantonal (Vaud); Anne-Catherine Menétrey, ancienne conseillère nationale; Francesco Panese, sociologue, prof. Unil; Luc Recordon, ancien conseiller aux Etats; Irène Wettstein, avocate.""},{""text"":""Relire notre dossier Débats: le conflit israélo-palestinien agite les universités suisses""},{""text"":""Renaud Gautier, ancien président du PLR Genève, ancien président de Grand Conseil""},{""text"":""Je n’ai pas l’heur de connaître Monsieur le Professeur Söderström, pas plus, et je le regrette, que je ne suis un contributeur du Temps. Mais les propos de ce dernier sur la «foxnewsification» du Temps me paraissent demander une réponse.""},{""text"":""La situation parfaitement épouvantable que vit le Moyen-Orient depuis fort longtemps et plus particulièrement, depuis le 7 octobre, demande, effectivement, tout en même temps des efforts d’analyses et de mise en perspective qui sont, j’en conviens volontiers difficiles, voire compliqués. Mais ils restent nécessaires, et il ne m’apparaît pas que le Temps, sur ce sujet, ait failli à sa mission.""},{""text"":""Tout autre est le cas d’étudiants qui occupent une/des universités avec des revendications éventuellement justifiées, quoique amoindries par le fait qu’elles sont faites dans le confort «bourgeois» d’une colocation ou de l’appartement de parents plus ou moins aisés. Le Temps est un journal d’opinion, et cela est bien. Les chroniqueurs, invités par le Temps, ont aussi des opinions et que ceux-ci soient avec ou sans filtres, c’est encore une bonne chose; et la preuve d’une nécessaire diversité. Or, par définition, nul ne saurait être entièrement d’accord avec l’ensemble des avis et des opinions exprimés.""},{""text"":""Cette tendance à refuser les avis divergents à ma pensée, cette volonté de vouloir faire des comparaisons hors de propos (Le Temps = Fox News) me semble, malheureusement, faire appel à des comparaisons journalistiques historiquement fâcheuses. La diversité d’opinions, voire d’analyse, fait la force d’une presse indépendante et d’opinions.""},{""text"":""Le Temps n’est ni la Pravda ni Fox News et c’est fort bien ainsi!""}]"
"1732987083-52","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - «Période de crise» liée à la guerre à Gaza: la présidente de l’université Columbia annonce sa démission","2024-08-15T07:00:00Z","","https://news.google.com/read/CBMi1gFBVV95cUxOX1NVSmJ3akpQZ2cyY1hTMGZKZjB2RnZKVW9wbWxZM2UzZ2FRbklXMG1QaDZMLVBESDhrckcwV2dxM1czMXh0TUxZSVdMa0FvQVJUSnFXVXdoMFA0cXJ5Z1F3SGhhLTBsQU1TUDlPZ2FfVmpkdEtKOWVyd0kxQ3RKZWdfUUFFX1kzX2R2c21FaW9kY09qWGhOOUVLYzhRTEx1TG1GenFPQi1nekotZS0yU3Atb2RsTkVfX2F3TTg4eWJCeFk1UUdqMGMwSXU0cVAydEx3VFVB?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps avec l’AFP","Publié le 15 août 2024 à 08:01. / Modifié le 16 août 2024 à 13:52.","[{""text"":""La présidente de l’université Columbia, Minouche Shafik, a annoncé mercredi sa démission, invoquant la «période de crise» du printemps quand le campus new-yorkais fut l’épicentre des manifestations étudiantes contre la guerre à Gaza et de polémiques sur une montée de l’antisémitisme.""},{""text"":""Le départ avec effet immédiat de cette économiste américaine d’origine égyptienne, qu’elle a annoncé dans une lettre à la communauté enseignante et étudiante, est une surprise dans la mesure où elle avait échappé à la vague de démissions l’hiver dernier de ses homologues de l’université de Pennsylvanie, Elizabeth Magill, et de Harvard, Claudine Gay.""},{""text"":""«Je fais cette annonce maintenant pour que la nouvelle direction soit en place avant le début du prochain semestre», a écrit «avec tristesse» Minouche Shafik dans un courriel obtenu par l’AFP. «Cela a été une période de crise au cours de laquelle il a été difficile de dépasser les opinions divergentes au sein de notre communauté», déplore-t-elle. Elle a fait état de «menaces», d'«insultes» voire de «mauvais traitements» contre elle, «des collègues» et «des étudiants» et a «décidé» que sa «démission permettra à Columbia de mieux faire face aux défis à venir». «Nous devons toutes et tous faire tout ce qui est en notre pouvoir pour résister aux forces de la polarisation», implore encore la désormais ex-présidente de Columbia.""},{""text"":""L’université qu’elle dirigeait depuis juillet 2023 a été l’une des premières à se mobiliser au début de la guerre que conduit Israël contre le Hamas dans la bande de Gaza, en riposte à l’attaque sanglante du mouvement palestinien sur son sol le 7 octobre.""},{""text"":""Columbia a été le fer de lance en avril de manifestations et occupations de campus à travers les Etats-Unis, rappelant le mouvement contre la guerre du Vietnam en 1968. A l’appel de Minouche Shafik, la police de New York avait délogé manu militari quelques dizaines de militants et étudiants le 30 avril et la grande cérémonie de remise des diplômes avait été annulée.""},{""text"":""Début juillet, trois administrateurs de Columbia avaient été révoqués pour des SMS échangés lors d’un forum public en mai, dont des médias conservateurs s’étaient fait l’écho et qui auraient révélé de «vieux préjugés antisémites» selon la présidence.""},{""text"":""Avant la rentrée universitaire dans quelques semaines, Columbia a annoncé vendredi qu’elle restreindrait l’accès du public à son immense campus arboré du nord de Manhattan. Cette université privée au budget colossal financé par des donateurs et grandes entreprises, dont certains liés à Israël, accueille des dizaines de milliers d’étudiants et professeurs.""},{""text"":""La présidence a été accusée de ne pas avoir lutté assez fermement contre des propos ou actes visant des étudiants juifs, mais aussi d’avoir eu la main trop lourde contre de petits groupes pro-palestiniens. Minouche Shafik avait été auditionnée par le Congrès l’hiver dernier avec d’autres présidentes d’universités, la droite républicaine les accusant de pas avoir été assez fermes et univoques face à une montée de l’antisémitisme sur les campus.""},{""text"":""Le chef de la majorité républicaine de la Chambre des représentants, Mike Johnson, venu à Columbia au pire de la crise pour dénoncer le «terrorisme» des manifestations, s’est félicité dans un communiqué mercredi soir du départ de Minouche Shafik.""}]"
