web-scraper-order,web-scraper-start-url,titre,description,lien,lien-href,auteur,Lieu,infos,texte
"1732481210-218","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Daniel Jositsch: «La crédibilité des universités est entachée»","Devant l’occupation des universités romandes et la tolérance de leurs rectorats, le professeur zurichois et conseiller aux Etats socialiste exprime son incompréhension. Pour lui, ce n’est pas la liberté d’expression qui est mise à mal, mais l’impartialité des alma mater","Daniel Jositsch: «La crédibilité des universités est entachée»","https://www.letemps.ch/suisse/daniel-jositsch-la-credibilite-des-universites-est-entachee","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 13 mai 2024 à 17:40. / Modifié le 16 mai 2024 à 06:14.","[{""texte"":""Le conseiller aux Etats socialiste zurichois ne mâche pas ses mots devant l’occupation des universités romandes. Gros gabarit politique, Daniel Jositsch est professeur de droit pénal à l’Université de Zurich et membre de la Fédération suisse des communautés israélites. Elu à la Chambre haute au premier tour l’année dernière mais candidat malheureux au Conseil fédéral, il ose se distancier de son parti sur les questions sensibles, au septième jour d’occupation de l’Université de Genève et au moment où la conseillère d’Etat Anne Hiltpold demande l’évacuation. L’alma mater vient de déposer une plainte pour violation de domicile, ce qui ouvre la voie à une intervention policière.""}]"
"1732481213-219","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Vetropack: «Ils vont s’en aller comme ils sont venus, avec douceur»","Beaucoup de Saint-Preyards ont une histoire personnelle et familiale indissociable de la Verrerie. Ils racontent l’histoire de cette entreprise qui a façonné et remodelé leur village et dont ils déplorent la perte","Vetropack: «Ils vont s’en aller comme ils sont venus, avec douceur»","https://www.letemps.ch/suisse/vetropack-ils-vont-s-en-aller-comme-ils-sont-venus-avec-douceur","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 14 mai 2024 à 19:12. / Modifié le 15 mai 2024 à 19:33.","[{""texte"":""Ce matin du 14 mai, Alexandre Pittet, 95 ans, est en train de semer des haricots dans son vaste potager: «J’en récolte 100 kilos par année pour la famille, parce que ceux du commerce sont traités comme le diable.» Déboule alors son voisin, ouvrier à Vetropack, porteur de la funeste nouvelle: «Il est venu m’avertir qu’en août, tout sera fini», dit le vieil homme au téléphone.""},{""texte"":""Vetropack, ou l’achèvement d’une aventure industrielle centenaire qui, pour Alexandre, ravive le jour du commencement: le 3 mars 1945 précisément, un lundi de Pâques. Il a 15 ans, c’est son premier jour de travail à la Verrerie SA Saint-Prex. Tarif: 56 heures de travail hebdomadaire, six jours sur sept, pour un salaire horaire de 1 franc, d’abord au magasin, puis comme souffleur, ensuite aux brigades, «pour gagner plus», et enfin contremaître pendant trente-quatre ans. «Si c’était dur? Non, ça faisait partie de la vie. Et puis, plus tard, on était bien payés, on ne pouvait pas se plaindre.» Toute la famille Pittet a travaillé à la Verrerie: son père, arrivé de la Verrerie de Semsales (FR) en 1914, rachetée un an plus tôt par celle de Saint-Prex, ses trois frères et ses deux sœurs.""}]"
"1732481216-220","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","«Je t’aime, moi non plus» d’une partie de la gauche aux étudiants pro-palestiniens","Après que des personnalités de gauche ont soutenu l’occupation de l’Université de Genève, des voix socialistes et écologistes disent leur malaise. Elles rappellent l’universalisme et fustigent la logique communautaire","«Je t’aime, moi non plus» d’une partie de la gauche aux étudiants pro-palestiniens","https://www.letemps.ch/suisse/je-t-aime-moi-non-plus-d-une-partie-de-la-gauche-aux-etudiants-pro-palestiniens","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 17 mai 2024 à 07:38. / Modifié le 23 mai 2024 à 18:11.","[{""texte"":""C’est un clivage gauche-droite classique. Depuis quelques semaines, les occupations de campus et revendications des étudiants pro-palestiniens divisent. La droite appelle à la fermeté, la gauche applaudit et se mobilise.""},{""texte"":""Pourtant, des voix de gauche commencent à faire entendre une musique un rien dissidente. L’ancienne conseillère administrative socialiste de la ville de Genève, Sandrine Salerno, s’est fendue d’un courrier dans la Tribune de Genève pour fustiger une «indignation à géométrie variable». Mardi dans nos colonnes, le conseiller aux Etats socialiste zurichois, Daniel Jositsch, osait nommer une inclination que son parti dément avec la dernière énergie: «Au PS, j’estime quand même qu’il existe une tendance islamo-gauchiste.»""}]"
"1732481219-221","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Universités: quand le voile tombe","CHRONIQUE. Les universités romandes sont devenues un théâtre. C’est grâce à l’esprit de conciliation des rectorats qu’on a pu observer le caractère de ces «mouvements de résistance» et leurs soutiens, pour qui la négociation ne signifie rien","Universités: quand le voile tombe","https://www.letemps.ch/opinions/chroniques/universites-quand-le-voile-tombe","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 18 mai 2024 à 08:10. / Modifié le 23 mai 2024 à 16:35.","[{""texte"":""La scène culturelle romande a du souci à se faire. Depuis quelques jours, elle a un nouveau concurrent qui lui fait de l’ombre, jouant de tous les ressorts du classicisme: le théâtre universitaire. Boileau, L’Art poétique, 1674: «Que dans tous vos discours la passion émue/Aille chercher le cœur, l’échauffe et le remue.»""},{""texte"":""Or donc, à Genève, Lausanne, Neuchâtel, Fribourg et Berne, on y joue une tragicomédie dont la qualité discutable est pourtant riche en réflexions et interprétations. Voici la mienne. Dans une mise en scène minimaliste – des halls décorés de banderoles polémiques, à terre quelques matelas miteux et salades fatiguées gracieusement offertes par les restos associatifs anticapitalistes –, de juvéniles acteur·ices·x défendent la Palestine à peu de frais et tiennent tête aux rectorats. Je note au passage le talent des costumiers, ayant fait montre de créativité en affublant certains acteurs de tenues exubérantes parmi les keffiehs, comme ces chapeaux cloches crochetés par quelque artisane du Bangladesh.""}]"
"1732481222-222","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Et Gomez sauva Nemo","CHRONIQUE. Une campagne de la ville de Genève affirme que le changement climatique affecte davantage la communauté LGBTIQ+. Si vous critiquez cette doctrine misérabiliste, ses promoteurs pourront pratiquer ce qu’ils font le mieux, à savoir l’inversion accusatoire","Et Gomez sauva Nemo","https://www.letemps.ch/opinions/chroniques/et-gomez-sauva-nemo","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 25 mai 2024 à 07:59. / Modifié le 25 mai 2024 à 20:04.","[{""texte"":""Dans le tintamarre des nouvelles fâcheuses, on peut toujours compter, pour la paix de l’âme, sur la prose de la ville de Genève. Cette dernière lance une campagne courageuse contre l’homophobie, la biphobie et la transphobie. Genève, «ville durable pour touxtes!», a donc fait placarder sur les murs de la cité quelques vérités d’évidence, comme celle-ci: «Saviez-vous que le changement climatique impacte particulièrement les personnes LGBTIQ+?» Eh bien, j’avoue que non.""},{""texte"":""Devant le risque imminent qui menace mes amis gays – par ailleurs consternés par cette affiche –, je me suis penchée sur l’argumentaire dûment sourcé de nos autorités municipales. Dans une syntaxe approximative, elles nous expliquent que les catastrophes climatiques et naturelles provoquent une hausse des violences à l’encontre de cette communauté, la perte de logement et des moyens de subsistance ainsi que des déplacements forcés. Tant il est vrai que les LGBTIQ+ sont victimes des inégalités préalablement aux fléaux futurs. Je vois d’ici le triste cortège arc-en-ciel franchissant la douane de Bardonnex pour migrer en Haute-Savoie. Un tableau dont la vraisemblance ne fait aucun doute pour autant qu’on se figure la montée des eaux du Léman à la suite d’une tornade dévastatrice ou une invasion de grillons immunisés à Syngenta et qui auraient ratiboisé les champs de blé.""}]"
"1732481225-223","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Mouna Maroun, rectrice de l’Université de Haïfa en Israël: «En Europe, vous ne comprenez pas la complexité de notre société»","Première Arabe rectrice d’une université israélienne visée par les étudiants romands, Mouna Maroun réagit. Elle exprime son incompréhension face aux demandes de boycott académique et répond aux accusations","Mouna Maroun, rectrice de l’Université de Haïfa en Israël: «En Europe, vous ne comprenez pas la complexité de notre société»","https://www.letemps.ch/monde/mouna-maroun-rectrice-de-l-universite-de-haifa-en-israel-en-europe-vous-ne-comprenez-pas-la-complexite-de-notre-societe","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 28 mai 2024 à 18:59. / Modifié le 01 juin 2024 à 09:48.","[{""texte"":""A 54 ans, cette docteure en neurobiologie, arabe de confession chrétienne (maronite), est à la tête de l’Université de Haïfa. Heurtée par les revendications des mouvements pro-palestiniens en Suisse, elle évoque les conséquences qu’aurait un boycott sur les étudiants arabes en particulier.""}]"
"1732481228-224","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Universités romandes, fabriques de militants de gauche","Les mouvements pro-palestiniens ont mis en lumière un activisme très présent dans les facultés romandes et des enseignants de plus en plus politisés. Certains professeurs commencent à s’inquiéter devant la perte de distance critique. Enquête","Universités romandes, fabriques de militants de gauche","https://www.letemps.ch/suisse/universites-romandes-fabriques-de-militants-de-gauche","[{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 31 mai 2024 à 21:26. / Modifié le 04 juin 2024 à 17:57.","[{""texte"":""«Vous me demandez s’il n’y a que des profs de gauche à l’université? Mais pas du tout! Il y en a beaucoup d’extrême gauche aussi.» Cette boutade du député vaudois vert’libéral David Vogel résume le sentiment d’une partie de l’opinion. Au point que l’élu songe à déposer un texte réclamant d’engager des profs de toutes les obédiences politiques, un genre de formule magique académique.""},{""texte"":""Depuis quelques semaines, l’activisme d’une minorité d’étudiants sur le conflit israélo-palestinien a éclairé l’université d’une lumière crue. Demandes de boycott, occupations, polémiques sur la légitimité des actions, panique des rectorats. Que se passe-t-il en ces murs? Les vieilles alma mater sont-elles devenues des laboratoires révolutionnaires sous un vernis scientifique?""}]"
"1732481231-225","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Le maccarthysme des temps modernes","CHRONIQUE. Des étudiants pro-palestiniens ont fiché des professeurs qui ont des collaborations académiques en Israël. Désigner à la réprobation publique des personnes qui auraient commis des entorses au code moral d’autres personnes est dangereux","Le maccarthysme des temps modernes","https://www.letemps.ch/opinions/chroniques/le-maccarthysme-des-temps-modernes","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 01 juin 2024 à 08:04. / Modifié le 02 juin 2024 à 11:19.","[{""texte"":""Faire des listes: la liste des courses, la liste des gens à appeler, la liste des tâches à effectuer, la liste des amis à inviter, mais aussi la liste des victimes d’une catastrophe, la liste des soldats morts au combat, la liste de Schindler. Lister pour trier, pour pleurer, pour sauver, pour se souvenir. Sciemment, j’ai omis dans cet inventaire la plus sinistre d’entre elles, la liste noire, et son spectaculaire et dévastateur retour en grâce.""},{""texte"":""Cette semaine, c’est aux étudiants pro-palestiniens de l’Université de Lausanne qu’on doit une avancée dans la frénésie dénonciatrice. Ne s’abaissant pas à boycotter des stars pour manque de soutien explicite à la cause palestinienne – comme Kim Kardashian qui a perdu un million d’abonnés par manque de zèle – ils s’en sont pris à leurs professeurs. Courageusement cachés derrière l’anonymat, puisqu’il suffit d’être un collectif pour jeter l’opprobre sans devoir en répondre, ils se sont prêtés au nouveau jeu à la mode: établir la liste des «collabos», soit des professeurs qui conçoivent des projets de recherche avec des universités israéliennes. Avoir lancé un projet en neurosciences avec un prof israélien ou avoir effectué des fouilles en Galilée leur vaut de figurer sur la liste, nom, pedigree, états de service, collaborations répréhensibles.""}]"
"1732481234-226","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","L’ancienne ministre genevoise Fabienne Fischer a bel et bien abusé des ressources de l’Etat pour sa campagne","Suite aux révélations du «Temps» et de Léman bleu, la sous-commission du contrôle de gestion du Grand Conseil a rendu son rapport. Elle constate des irrégularités, des conflits d’intérêts, une subvention déguisée en mandat et un cas de népotisme notamment","L’ancienne ministre genevoise Fabienne Fischer a bel et bien abusé des ressources de l’Etat pour sa campagne","https://www.letemps.ch/suisse/geneve/l-ancienne-ministre-genevoise-fabienne-fischer-a-bel-et-bien-abuse-des-ressources-de-l-etat-pour-sa-campagne","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 04 juin 2024 à 09:32. / Modifié le 04 juin 2024 à 20:29.","[{""texte"":""Publiées ce mardi, les conclusions de la sous-commission du contrôle de gestion du Grand Conseil genevois sur la campagne de l’ancienne conseillère d’Etat écologiste Fabienne Fischer lors des élections cantonales genevoises d’avril 2023 sont plutôt accablantes.""},{""texte"":""Au printemps 2023, le député MCG Daniel Sormani soupçonne que des collaborateurs de la ministre, alors chargée du Département de l’économie et de l’emploi, travaillent pour sa campagne. Il fait alors une demande en vertu de la loi sur la transparence (Lipad). Dans la foulée, Léman bleu révèle que des communicants de Fabienne Fischer ont travaillé pour sa campagne. A la fin de l’été, Le Temps et la chaîne de télévision enquêtent sur des mandats que la magistrate a octroyés pour des projets portés par son compagnon, Jean Rossiaud, à travers deux associations: Monnaie Léman, un projet de monnaie alternative qu’il préside et qu’il a lui-même fondée en 2015, et l’association Après, le réseau de l’économie sociale et solidaire.""}]"
"1732481237-227","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Quand l’Etat était un peu trop au service de Fabienne Fischer","L’enquête parlementaire à propos de l'ex-ministre Fabienne Fischer a rendu son rapport. Elle constate des irrégularités, des conflits d’intérêts, une subvention déguisée et un cas de népotisme. Elle relève aussi que des blocages et des disparitions d’e-mails ont rendu son travail difficile","Quand l’Etat était un peu trop au service de Fabienne Fischer","https://www.letemps.ch/suisse/geneve/quand-l-etat-etait-un-peu-trop-au-service-de-fabienne-fischer","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 04 juin 2024 à 19:21. / Modifié le 04 juin 2024 à 22:03.","[{""texte"":""«Au lieu de servir la population, Fabienne Fischer s’est servie.» Les mots de la députée socialiste Jennifer Conti, présidente de la sous-commission du contrôle de gestion du Grand Conseil, sont accablants. Cette sous-commission, composée en outre du MCG Thierry Cerutti et de l’UDC Yves Nidegger, a présenté hier à la presse le résultat de son enquête: l’ex-ministre a bel et bien utilisé les ressources de l’Etat pour sa campagne électorale. Un mélange problématique puisqu’un conseiller d’Etat, lorsqu’il est candidat, ne peut pas utiliser son administration au service de sa réélection.""},{""texte"":""L’affaire commence en 2023, en pleine campagne électorale. La conseillère d’Etat, qui n’est en poste que depuis deux ans, doit convaincre sans pouvoir se prévaloir d’un bilan de législature complet. C’est alors que le député MCG Daniel Sormanni soupçonne que des collaborateurs de la ministre, chargée du Département de l’économie et de l’emploi (DEE), travaillent pour sa campagne. Il dépose donc une demande en vertu de la loi sur la transparence (Lipad). Dans la foulée, Léman Bleu révèle que des communicants de Fabienne Fischer ont travaillé à cette fin.""}]"
"1732481240-228","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Miroir, gentil miroir, qui est la plus vertueuse du royaume?","CHRONIQUE. Son sens aiguisé de la chose publique aurait conduit l’ex-conseillère d’Etat genevoise Fabienne Fischer à confondre ses intérêts avec ceux de l’Etat? Tentons l’exercice sous l’angle du mauvais procès","Miroir, gentil miroir, qui est la plus vertueuse du royaume?","https://www.letemps.ch/opinions/miroir-gentil-miroir-qui-est-la-plus-vertueuse-du-royaume","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 08 juin 2024 à 08:09. / Modifié le 08 juin 2024 à 17:11.","[{""texte"":""«La démocratie est en danger.» Ces mots, qui résonnent encore sous l’arcade des canons en Vieille-Ville de Genève, ont été prononcés le 30 avril 2023 par une conseillère d’Etat écologiste qui vient de voir qu’elle n’est pas réélue. Fabienne Fischer peut désormais se rassurer. La démocratie n’est pas encore moribonde. Elle s’est exprimée cette semaine à travers le pouvoir législatif qui a sorti un rapport accablant sur sa pratique du pouvoir.""},{""texte"":""Les Vert·e·s nous disent maintenant que ce rapport est une farce. La présidente du parti cantonal, Maryam Yunus Ebener, explique à la Tribune de Genève que les députés sont sortis des clous et qu’il faut s’en remettre au puissant procureur général de la République pour faire la lumière. Elle tombe à bras raccourcis sur la socialiste auteure du rapport en l’accusant d’être l’idiote utile de la droite. Et elle compare les critiques – virulentes, certes – à l’exercice de la charia. Au moins ne peut-on pas lui reprocher de scier du bois.""}]"
"1732481243-229","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Le Röstigraben, ce revenant qu’on adore détester","Dimanche, le vote sur la santé a une nouvelle fois fracturé Latins et Alémaniques. Une division qui provient d’une différence dans l’appréhension de l’Etat. Elle trouve sa cause dans la culture et l’histoire des peuples","Le Röstigraben, ce revenant qu’on adore détester","https://www.letemps.ch/suisse/le-rostigraben-ce-revenant-qu-on-adore-detester","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 12 juin 2024 à 10:26. / Modifié le 12 juin 2024 à 19:11.","[{""texte"":""Tel un spectre, il apparaît au soir de certaines votations. Dimanche, le fameux Röstigraben était bien là, même si, en réalité, il n’était pas de facture parfaite, tout comme celui de la réforme d’AVS 21. Les villes de Zurich, Berne et Bâle ont en effet accepté l’initiative du PS visant à plafonner les primes maladie à 10%. Mais avec un pourcentage de oui si faible (50,22% à Zurich) que cela renforce au contraire sa réalité: «Etant donné que ces villes sont dominées par le PS, Les Vert·e·s et la gauche extrême, ce petit pourcentage d’acceptation démontre une méfiance de cet objet même à gauche», remarque Sean Müller, politologue à l’Université de Lausanne (Unil).""},{""texte"":""L'impression de Röstigraben résiste-t-elle à la réalité chiffrée? Depuis 1848, la Romandie a voté 28 fois de manière unifiée et a perdu. Sur un total de 689 votations, cela représente 4.1% des cas. Sur ces 28 votations, les cinq (ou six cantons depuis 1979 avec le Jura) romands n'ont obtenu aucun autre canton en soutien. Souvent, c’est le fossé ville-campagne qui prend le dessus sur la division linguistique, lequel joue alors en faveur de la Suisse romande. C’est d’ailleurs la division entre cités et champs qui a aidé la 13e rente AVS à passer. Pour autant, le Röstigraben plus ou moins pur existe et trouve ses causes dans la culture politique, pour ne pas dire la culture tout court.""}]"
"1732481246-230","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Röstigraben: I ha die Bourbines gärn","CHRONIQUE. Quand la Suisse est coupée en deux sur sa frontière linguistique lors des votations, la Suisse romande pleure, mais pas notre chroniqueuse","Röstigraben: I ha die Bourbines gärn","https://www.letemps.ch/opinions/chroniques/rostigraben-i-ha-die-bourbines-garn","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 15 juin 2024 à 07:59. / Modifié le 15 juin 2024 à 15:58.","[{""texte"":""Que de fois, devant les résultats de votations fédérales, ai-je regretté de ne pas être née de l’autre côté du Röstigraben – à la notable exception de la votation sur l’Espace économique européen en 1992 –, histoire de me sentir du côté majoritaire. Que de fois, en lisant la presse alémanique avec le concours honteux de traducteurs afin de ne pas perdre une miette de cette saveur tranchante et volontiers désobligeante, me suis-je complu dans l’attitude chagrine de celle qui doit quelque peu brider sa plume dans le Welschland.""},{""texte"":""Et ce, malgré mes agacements devant ces autres concitoyens, dont la pensée m’apparaît souvent aussi bornée que des fonds de vallées, dont les modes de vie me semblent aussi souples qu’une marche militaire, dont les codes sociaux m’échappent. Je préfère la liberté du grand ouest romand.""}]"
"1732481249-231","https://www.letemps.ch/profil/laure-lugon-zugravu?page=3","Cette France voisine où colère se dit RN","Le Rassemblement national a fait un carton aux européennes dans l’Ain et dans une moindre mesure en Haute-Savoie. Reportage à quelques jours des élections législatives, entre ras-le-bol de l’immigration et sentiment profond de déclassement","Cette France voisine où colère se dit RN","https://www.letemps.ch/monde/europe/cette-france-voisine-ou-colere-se-dit-rn","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 20 juin 2024 à 19:41. / Modifié le 26 juin 2024 à 22:37.","[{""texte"":""Elle a des choses à dire, la patronne. Mais c’est l’heure du coup de feu et les clients attendent le menu du jour: salade de museau, poulet à la crème, tarte aux abricots maison. Ils sont en bleu de travail pour la plupart et elle, en tablier chasuble. «Le seul programme auquel je crois, c’est celui de mon lave-linge! s’emporte Nathalie Pillard, virevoltant entre la salle et la cuisine. Mais comme on a tout essayé, reste le RN!»""},{""texte"":""Il n’a pas fallu chercher longtemps pour rencontrer les électeurs de l’extrême droite aux élections européennes, ces 31,4% qui ont amené le président de la République à dissoudre l’Assemblée nationale et font trembler le pays à quelques jours des législatives. L’Ain, traditionnellement plutôt au centre droit, a hissé le Rassemblement national à la première place, avec 36,53% accordés à la liste menée par Jordan Bardella. Loin devant la liste Renaissance de Valérie Hayer (14,57%) et la liste Parti socialiste-Place publique de Raphaël Glucksmann (11,60%). Si on ajoute au RN la liste de Marion Maréchal, on arrive à 42% pour l’extrême droite.""}]"
"1732481255-232","https://www.letemps.ch/profil/laure-lugon-zugravu?page=2","Euro 2024 à Genève: le sens de la fête","La ville de Genève a interdit la diffusion des matchs sur les terrasses avant de rétropédaler par crainte de débordements à la fan-zone de Plainpalais. Cette vision politique faite de contrainte sous le couvert du respect inquiète notre chroniqueuse","Euro 2024 à Genève: le sens de la fête","https://www.letemps.ch/opinions/euro-2024-a-geneve-le-sens-de-la-fete","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 22 juin 2024 à 12:52. / Modifié le 24 juin 2024 à 10:59.","[{""texte"":""Qui dit foot dit ferveur populaire, dit joie bruyante et débordements possibles, dit fan-zone, dit fâcheries et dit Genève. La Cité de Calvin, fidèle à sa légende d’austérité et de réglementations excessives, s’illustre à nouveau pour cet Euro 2024. Toujours à l’affût d’une action au fort potentiel politique, la ville a commencé par interdire la diffusion des matchs aux terrasses des bistrots jusqu’aux quarts de finale. Par «bon sens», a-t-elle précisé dans un remarquable effort didactique. Autrement dit braillez, buvez, embrouillez-vous, fêtez mais dans le périmètre délimité de la fan-zone. Pendant ce temps, à Sion, on votait une résolution demandant à la municipalité d’assouplir les mesures pour autoriser la raclette et autres agapes en extérieur. Acceptée bien sûr. Mais vendredi soir, coup de théâtre: la ville rétropédalait, dans un exercice de style ubuesque qui s’appuie sur un débordement imprévu.""}]"
"1732481258-233","https://www.letemps.ch/profil/laure-lugon-zugravu?page=2","Les SIG remboursent leur dû aux Genevois, avec les intérêts","Sur une dizaine d’années, 22 millions de francs ont été surfacturés. Après plusieurs polémiques et le lancement de plusieurs audits, les Services industriels corrigent le tir. La régie publique enquête aussi sur les affaires de népotisme","Les SIG remboursent leur dû aux Genevois, avec les intérêts","https://www.letemps.ch/suisse/geneve/les-sig-remboursent-leur-du-aux-genevois-avec-les-interets","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 24 juin 2024 à 12:02. / Modifié le 24 juin 2024 à 20:13.","[{""texte"":""Dans la tourmente depuis quelques mois et après la démission du directeur général, Christian Brunier, les Services industriels de Genève visent le retour au calme. Ils n’ont donc pas tardé à répondre au premier reproche, à savoir les 22 millions de francs de trop-perçu pendant quinze ans. Lequel avait été formulé par la Cour des comptes. Un audit interne ainsi qu’une expertise externe sur la tarification (par Swiss Economics) ont été lancés depuis.""},{""texte"":""Pour éviter tout reproche et devant l’incompréhension populaire qu’avaient suscité ces surfacturations, la régie publique a compté large: elle va prendre en compte les quinze ans, alors qu’elle n’était tenue de le faire que sur cinq ans, et rembourser également les intérêts. «Nous avons choisi le système le moins critiquable possible, celui qui favoriserait au mieux les clients», explique Robert Cramer, président du conseil d’administration. Ce qui fait 27 millions de francs, soit 5 millions d’intérêts en sus de la somme due. Les SIG ont fait des tranches tarifaires en fonction de la consommation des quelque 275 000 compteurs (privés et entreprises) du canton. Les ménages consommant jusqu’à 10 000 kWh recevront 28 francs, les PME obtiendront 188 francs, 327 francs, 804 francs en fonction de leur consommation (dont la base a été prise en 2023). Pour les très grosses entreprises, ce sera plusieurs milliers de francs.""}]"
"1732481261-234","https://www.letemps.ch/profil/laure-lugon-zugravu?page=2","SIG: 27 millions remboursés et des audits pour rétablir la confiance","Les Services industriels de Genève corrigent le tir. Ils vont rembourser le trop-perçu ainsi que les intérêts aux ménages comme aux entreprises. Une enquête interne conclut à des dysfonctionnements mineurs et les affaires de népotisme sont encore sous la loupe","SIG: 27 millions remboursés et des audits pour rétablir la confiance","https://www.letemps.ch/suisse/geneve/sig-27-millions-rembourses-et-des-audits-pour-retablir-la-confiance","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 24 juin 2024 à 20:12. / Modifié le 25 juin 2024 à 09:57.","[{""texte"":""Sous le feu des critiques, les Services industriels de Genève (SIG) veulent regagner la confiance des Genevois. C’est donc à un exercice de transparence et de diligence qu’ils se sont livrés lundi, en présentant à la presse les résultats d’un audit externe et d’une enquête interne. La régie publique promet de corriger des dysfonctionnements, même si rien d’illégal n’a été repéré. Mais surtout de rembourser rubis sur l’ongle le trop-perçu par les consommateurs à cause d’un calcul douteux des pertes réseau. Et ce, malgré les tarifs les plus bas de Suisse, à l’exception de Nidwald.""},{""texte"":""C’est la Cour des comptes qui, la première, fait trembler l’institution, en révélant en février que ces pertes réseau ont été surévaluées depuis 2009, soit 22 millions de francs en trop. «Il est apparu que notre mode de calcul était défavorable aux consommateurs. Ce problème a été minimisé par l’entreprise, nous avions l’impression que notre manière de procéder était acceptée par l’ElCom (Commission fédérale de l’électricité), admet Robert Cramer, président du conseil d’administration. Nous avons donc voulu voir s’il ne s’agissait pas de l’arbre qui cache la forêt.» D’autant plus que des révélations de la Tribune de Genève et de Léman Bleu montrent le peu d’empressement de la direction à corriger le tir alors qu’elle avait été alertée par un haut cadre.""}]"
"1732481264-235","https://www.letemps.ch/profil/laure-lugon-zugravu?page=2","Philippe Lazzarini, invité d’honneur du 1er Août à Lausanne, fait tousser des Vaudois","La municipalité a décidé d’inviter aux festivités Philippe Lazzarini, le patron de l’UNRWA. Fâchés, des citoyens ont écrit au syndic, Grégoire Junod. Ils dénoncent une Fête nationale instrumentalisée et un risque de division","Philippe Lazzarini, invité d’honneur du 1er Août à Lausanne, fait tousser des Vaudois","https://www.letemps.ch/suisse/vaud/philippe-lazzarini-invite-d-honneur-du-1er-aout-a-lausanne-fait-tousser-des-vaudois","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 27 juin 2024 à 19:51. / Modifié le 29 juin 2024 à 07:39.","[{""texte"":""Aurait-il voulu mettre de l’huile sur le feu qu’il ne s’y serait pas pris autrement. C’est en tout cas comme cela que des citoyens vaudois l’ont entendu, lorsqu’ils ont appris que la municipalité de Lausanne avait choisi comme invité d’honneur au 1er Août Philippe Lazzarini, patron de l’UNRWA (l’agence de l’ONU chargée des réfugiés palestiniens, qui fut ce printemps la cible de critiques israéliennes). Alors que la guerre à Gaza fait des vagues en Suisse romande depuis des mois – occupations récentes des universités, manifestations, hausse de l’antisémitisme – ce choix pour la Fête nationale ne plaît pas à tout le monde.""},{""texte"":""Mercredi, le syndic, Grégoire Junod, a donc reçu une lettre signée par 240 citoyens, parmi lesquels des membres du Réseau laïque romand, de l’Association Suisse-Israël, mais aussi des féministes remontées depuis la grève où «le féminisme a été colonisé par la cause palestinienne, devenue la mère de toutes les causes» explique Nadine Richon, du Réseau laïque romand. Cette missive, initiée par une Lausannoise désireuse de rester anonyme, demande rien moins que l’annulation immédiate de cette invitation: «S’il est une fête dans l’année qui se doit d’être entièrement neutre politiquement, c’est bien la Fête nationale. Cette fête doit réunir tous les Suisses et non les diviser. En faisant le choix désastreux de cette invitation, la ville de Lausanne met à l’honneur un territoire étranger à la Suisse et l’UNRWA, une institution dont la neutralité n’est pas établie», écrivent-ils. Les signataires jugent même que «la Fête nationale est instrumentalisée à des fins de propagande». Ils regrettent aussi que cette invitation «ouvre grand la porte à l’importation du conflit israélo-arabe.» Une signataire va jusqu’à craindre que «l’islamisme politique ait déjà suffisamment de relais pour mettre les élus sous pression.»""}]"
